64.536583:0.000537 236.634140:0.004686 387.219513:0.000646 473.268280:0.000779 645.365845:0.000176 688.390259:0.000181 882.000000:0.000052 946.536560:0.000060 1032.585327:0.000015 1097.121948:0.000021 1204.682983:0.000020 1419.804932:0.000015 4711.170898:0.000011 9572.926758:0.000012 9788.048828:0.000012 10067.707031:0.000015 
21.512196:0.007528 86.048782:0.003155 172.097565:0.510608 258.146332:0.005888 344.195129:0.210537 516.292664:0.179818 688.390259:0.089789 860.487793:0.086736 1032.585327:0.062336 1204.682983:0.055547 1376.780518:0.049122 1548.878052:0.029222 1720.975586:0.007139 1979.121948:0.003250 2086.682861:0.004925 2237.268311:0.003073 
21.512196:0.010354 172.097565:0.523228 344.195129:0.224174 516.292664:0.193699 688.390259:0.077186 860.487793:0.072553 1032.585327:0.053273 1204.682983:0.038583 1376.780518:0.032729 1548.878052:0.022335 1613.414673:0.002840 1720.975586:0.006785 1893.073120:0.002794 2086.682861:0.004537 2172.731689:0.002540 2237.268311:0.002707 
107.560974:0.005231 172.097565:0.540558 236.634140:0.006184 344.195129:0.233596 516.292664:0.198884 688.390259:0.066186 860.487793:0.059925 1032.585327:0.045997 1204.682983:0.027461 1376.780518:0.020572 1548.878052:0.015595 1742.487793:0.006029 1893.073120:0.002851 2065.170654:0.003559 2172.731689:0.002311 3291.365967:0.002410 
86.048782:0.002595 172.097565:0.563441 344.195129:0.237113 516.292664:0.190050 688.390259:0.054264 860.487793:0.047765 1032.585327:0.038570 1204.682983:0.019486 1376.780518:0.012599 1570.390259:0.013865 1742.487793:0.006209 1914.585327:0.002999 2065.170654:0.002691 2172.731689:0.001926 2258.780518:0.001871 3291.365967:0.002519 
86.048782:0.002683 172.097565:0.591663 258.146332:0.005462 344.195129:0.235044 430.243896:0.004045 516.292664:0.168717 688.390259:0.041826 860.487793:0.036099 1032.585327:0.030743 1204.682983:0.013165 1398.292725:0.008933 1570.390259:0.011654 1742.487793:0.005292 1914.585327:0.003403 2086.682861:0.002084 3291.365967:0.002182 
172.097565:0.622521 344.195129:0.227958 516.292664:0.140297 688.390259:0.030503 882.000000:0.028364 1032.585327:0.022596 1226.195068:0.009673 1398.292725:0.006296 1570.390259:0.008938 1742.487793:0.003678 1914.585327:0.003043 2086.682861:0.002014 2151.219482:0.001739 2947.170654:0.001542 3054.731689:0.001850 3291.365967:0.001605 
64.536583:0.006085 172.097565:0.650950 258.146332:0.005432 344.195129:0.214722 516.292664:0.109483 688.390259:0.021270 882.000000:0.024268 1054.097534:0.019534 1226.195068:0.007228 1398.292725:0.004143 1570.390259:0.006106 1764.000000:0.001963 1936.097534:0.002275 2108.195068:0.002037 2947.170654:0.001175 3054.731689:0.001668 
21.512196:0.009609 64.536583:0.005380 172.097565:0.671807 344.195129:0.194901 516.292664:0.080358 602.341492:0.002321 709.902466:0.018145 882.000000:0.019800 1054.097534:0.015056 1247.707275:0.004959 1419.804932:0.002970 1591.902466:0.004734 1785.512207:0.001363 1936.097534:0.001592 2129.707275:0.002033 3054.731689:0.001352 
21.512196:0.009501 86.048782:0.005365 172.097565:0.683128 344.195129:0.171101 537.804871:0.064998 623.853638:0.001274 709.902466:0.016232 882.000000:0.015649 946.536560:0.001141 1054.097534:0.010263 1247.707275:0.003746 1419.804932:0.002127 1613.414673:0.003029 1785.512207:0.001290 1957.609741:0.001171 2129.707275:0.001438 
21.512196:0.010745 172.097565:0.684392 344.195129:0.145218 537.804871:0.058188 645.365845:0.001250 709.902466:0.014069 882.000000:0.011914 968.048767:0.000686 1075.609741:0.006754 1247.707275:0.002317 1419.804932:0.001339 1484.341431:0.000878 1613.414673:0.001897 1785.512207:0.001019 1979.121948:0.000838 2151.219482:0.000896 
172.097565:0.668885 279.658539:0.004647 365.707306:0.124845 451.756104:0.001987 537.804871:0.050061 709.902466:0.011425 903.512207:0.009097 1075.609741:0.004965 1161.658569:0.000450 1247.707275:0.001224 1441.317017:0.000842 1484.341431:0.000761 1613.414673:0.000912 1785.512207:0.000715 1979.121948:0.000654 2151.219482:0.000443 
107.560974:0.011947 172.097565:0.625677 365.707306:0.105181 537.804871:0.040985 666.878052:0.002023 731.414612:0.009569 838.975586:0.001468 903.512207:0.007657 1075.609741:0.003305 1161.658569:0.000541 1247.707275:0.000557 1462.829224:0.000620 1634.926880:0.000463 1785.512207:0.000398 1828.536621:0.000363 1979.121948:0.000385 
86.048782:0.007662 172.097565:0.547601 258.146332:0.009500 365.707306:0.080074 451.756104:0.003305 537.804871:0.031893 731.414612:0.008367 838.975586:0.001327 903.512207:0.005630 1075.609741:0.002001 1161.658569:0.000442 1247.707275:0.000245 1290.731689:0.000234 1462.829224:0.000326 1828.536621:0.000214 2022.146362:0.000218 
86.048782:0.005680 172.097565:0.440672 365.707306:0.055318 537.804871:0.023548 709.902466:0.006210 903.512207:0.003651 1011.073181:0.000901 1075.609741:0.001319 1161.658569:0.000365 1269.219482:0.000222 1462.829224:0.000130 1656.438965:0.000163 1828.536621:0.000122 2043.658569:0.000116 3463.463379:0.000102 7056.000000:0.000093 
43.024391:0.002737 86.048782:0.006468 172.097565:0.323826 365.707306:0.036417 451.756104:0.001783 537.804871:0.016389 645.365845:0.000533 709.902466:0.005290 838.975586:0.000836 882.000000:0.002402 968.048767:0.000794 1011.073181:0.001015 1075.609741:0.001107 1161.658569:0.000269 1269.219482:0.000245 1634.926880:0.000163 
64.536583:0.003778 172.097565:0.220973 279.658539:0.002272 365.707306:0.025616 537.804871:0.011155 709.902466:0.004096 774.439026:0.000688 838.975586:0.000509 882.000000:0.001781 1011.073181:0.000805 1075.609741:0.001116 1398.292725:0.000384 2516.926758:0.000456 3312.877930:0.000463 3700.097656:0.000427 3764.634033:0.000404 
193.609756:0.150043 365.707306:0.020395 430.243896:0.001484 537.804871:0.008608 709.902466:0.003260 882.000000:0.001617 2172.731689:0.001570 2366.341553:0.001795 2495.414551:0.001690 3226.829346:0.001921 3334.390137:0.001628 3571.024414:0.002829 3635.561035:0.002888 3764.634033:0.001445 4151.853516:0.001488 9615.951172:0.001405 
193.609756:0.108785 365.707306:0.016830 537.804871:0.008095 2043.658569:0.003246 2129.707275:0.004385 2323.317139:0.005371 2473.902344:0.004961 3183.804932:0.005715 3355.902344:0.004259 3635.561035:0.009245 3743.122070:0.003750 3958.243896:0.004460 4173.365723:0.003338 9228.731445:0.003275 9615.951172:0.005368 9809.560547:0.004006 
193.609756:0.074459 258.146332:0.010169 365.707306:0.012696 537.804871:0.008213 2043.658569:0.008716 2129.707275:0.010063 2301.804932:0.010714 2452.390137:0.009505 3183.804932:0.014007 3528.000000:0.013545 3614.048828:0.016430 3958.243896:0.010344 7959.512207:0.008518 9486.877930:0.007839 9594.439453:0.011958 9788.048828:0.011114 
193.609756:0.044306 2043.658569:0.020937 2129.707275:0.015741 2301.804932:0.014709 2452.390137:0.014760 3183.804932:0.023985 3528.000000:0.019673 3592.536621:0.022953 3657.073242:0.018046 3721.609863:0.015757 3958.243896:0.015592 7744.390137:0.012809 7938.000000:0.015440 9486.877930:0.017655 9594.439453:0.021450 9788.048828:0.026340 
193.609756:0.020322 2043.658569:0.035233 2258.780518:0.020040 3033.219482:0.019570 3183.804932:0.033005 3398.926758:0.019504 3528.000000:0.022041 3592.536621:0.028380 3657.073242:0.019025 3721.609863:0.022943 3979.756104:0.019736 7938.000000:0.025752 9250.244141:0.019915 9529.902344:0.026294 9594.439453:0.034482 9788.048828:0.043729 
2065.170654:0.047746 2237.268311:0.031886 3033.219482:0.024352 3183.804932:0.036965 3592.536621:0.030373 3721.609863:0.026361 3979.756104:0.024928 4087.317139:0.022775 7938.000000:0.032717 8196.146484:0.024359 9250.244141:0.024559 9443.853516:0.024890 9529.902344:0.035983 9594.439453:0.047147 9788.048828:0.054829 9917.122070:0.030056 
301.170746:0.050174 1764.000000:0.024854 1914.585327:0.025192 2000.634155:0.033169 2065.170654:0.061517 2237.268311:0.041013 3162.292725:0.034554 3592.536621:0.028311 3743.122070:0.028217 3979.756104:0.026022 7916.487793:0.034446 8196.146484:0.033516 9443.853516:0.025980 9594.439453:0.051803 9788.048828:0.053687 9917.122070:0.036056 
301.170746:0.166165 1764.000000:0.032628 1850.048828:0.033547 1893.073120:0.027407 1957.609741:0.028687 2000.634155:0.027866 2086.682861:0.072241 2237.268311:0.042863 3162.292725:0.029108 3743.122070:0.025452 7916.487793:0.030072 8110.097656:0.023015 8196.146484:0.037562 9572.926758:0.046132 9788.048828:0.040957 9917.122070:0.033524 
301.170746:0.357229 451.756104:0.020097 602.341492:0.045852 1742.487793:0.031201 1785.512207:0.031437 1850.048828:0.036539 1957.609741:0.024877 2086.682861:0.066366 2237.268311:0.036644 3140.780518:0.020056 7916.487793:0.020157 8110.097656:0.022692 8196.146484:0.033462 9572.926758:0.037277 9788.048828:0.023857 9917.122070:0.023323 
150.585373:0.020059 301.170746:0.580150 430.243896:0.020347 602.341492:0.084445 903.512207:0.023552 1484.341431:0.020464 1742.487793:0.022888 1807.024414:0.031567 1850.048828:0.031407 1957.609741:0.016487 2086.682861:0.047082 2237.268311:0.026320 3140.780518:0.013012 8110.097656:0.016775 8196.146484:0.022260 9572.926758:0.020635 
129.073166:0.020531 301.170746:0.766889 430.243896:0.017454 602.341492:0.128782 903.512207:0.043025 1204.682983:0.026789 1505.853638:0.034204 1677.951172:0.010457 1720.975586:0.012870 1807.024414:0.025053 1850.048828:0.020384 1957.609741:0.010301 2086.682861:0.024900 2237.268311:0.015020 8110.097656:0.009402 8174.634277:0.012709 
64.536583:0.006687 129.073166:0.020257 301.170746:0.866526 602.341492:0.166313 709.902466:0.006461 903.512207:0.065339 1204.682983:0.046621 1505.853638:0.046062 1656.438965:0.007505 1720.975586:0.005903 1807.024414:0.014038 1850.048828:0.009921 1893.073120:0.007375 1957.609741:0.007029 2086.682861:0.008588 2215.756104:0.005878 
43.024391:0.005569 129.073166:0.017933 193.609756:0.006522 301.170746:0.875578 387.219513:0.016808 451.756104:0.006313 623.853638:0.203104 709.902466:0.004813 925.024414:0.094679 1204.682983:0.068555 1505.853638:0.049897 1677.951172:0.005302 1785.512207:0.007680 1850.048828:0.006287 3033.219482:0.004692 3076.243896:0.005112 
43.024391:0.004916 129.073166:0.015435 193.609756:0.005267 236.634140:0.016392 301.170746:0.828745 408.731720:0.007695 451.756104:0.008200 623.853638:0.249644 925.024414:0.141925 1097.121948:0.004661 1204.682983:0.084719 1376.780518:0.005477 1505.853638:0.042473 1850.048828:0.006632 3076.243896:0.005641 4065.804932:0.005255 
43.024391:0.005333 129.073166:0.013572 193.609756:0.006998 301.170746:0.763297 430.243896:0.008491 623.853638:0.285677 925.024414:0.200519 1097.121948:0.006133 1226.195068:0.091780 1376.780518:0.006346 1527.365845:0.031798 1850.048828:0.006688 3076.243896:0.005070 3420.438965:0.003752 4065.804932:0.005539 9809.560547:0.004010 
64.536583:0.005658 129.073166:0.011062 172.097565:0.007873 215.121948:0.007037 301.170746:0.702909 387.219513:0.014119 430.243896:0.008395 623.853638:0.311559 925.024414:0.255251 1097.121948:0.007243 1226.195068:0.092517 1376.780518:0.005730 1548.878052:0.021031 1850.048828:0.005510 3420.438965:0.004491 4065.804932:0.004633 
64.536583:0.007742 129.073166:0.007669 172.097565:0.006794 301.170746:0.662679 451.756104:0.007257 623.853638:0.329055 774.439026:0.006763 925.024414:0.287527 1097.121948:0.007463 1226.195068:0.077034 1548.878052:0.017133 1871.561035:0.004999 2172.731689:0.004064 3441.951172:0.004818 4087.317139:0.004622 9852.584961:0.004582 
64.536583:0.009602 129.073166:0.005325 193.609756:0.004801 236.634140:0.014759 301.170746:0.647011 451.756104:0.005924 623.853638:0.337997 795.951233:0.008364 925.024414:0.286124 1032.585327:0.005287 1097.121948:0.006933 1247.707275:0.055484 1570.390259:0.011710 1871.561035:0.004775 2194.243896:0.004343 3441.951172:0.004534 
64.536583:0.010332 129.073166:0.004422 215.121948:0.005561 301.170746:0.647998 451.756104:0.004501 494.780487:0.003378 623.853638:0.336651 795.951233:0.009584 925.024414:0.253502 1097.121948:0.005649 1247.707275:0.044654 1570.390259:0.009975 1871.561035:0.004014 2194.243896:0.004708 3893.707275:0.003179 9852.584961:0.003142 
64.536583:0.009570 129.073166:0.005319 193.609756:0.002469 301.170746:0.658402 451.756104:0.003178 494.780487:0.003894 623.853638:0.324584 795.951233:0.008839 925.024414:0.204639 1032.585327:0.004744 1118.634155:0.004393 1247.707275:0.031825 1570.390259:0.008267 1871.561035:0.003174 2194.243896:0.004787 3893.707275:0.002466 
64.536583:0.007753 129.073166:0.006256 301.170746:0.676797 430.243896:0.002908 494.780487:0.003640 623.853638:0.303285 752.926819:0.003221 817.463440:0.007793 925.024414:0.156408 1054.097534:0.002267 1118.634155:0.003171 1247.707275:0.022505 1570.390259:0.007136 1893.073120:0.002860 2194.243896:0.004921 3893.707275:0.001654 
43.024391:0.007648 129.073166:0.007248 301.170746:0.698895 430.243896:0.002874 494.780487:0.003591 623.853638:0.275544 731.414612:0.002250 795.951233:0.006448 946.536560:0.132505 1032.585327:0.002191 1118.634155:0.002075 1247.707275:0.017148 1570.390259:0.006562 1893.073120:0.002546 2194.243896:0.005201 4087.317139:0.001428 
43.024391:0.007595 129.073166:0.007350 301.170746:0.718892 494.780487:0.003539 623.853638:0.244537 795.951233:0.005605 946.536560:0.120243 1118.634155:0.001261 1247.707275:0.014326 1570.390259:0.006338 1893.073120:0.002363 2194.243896:0.005571 2409.365967:0.001074 2516.926758:0.001349 3936.731689:0.000980 4065.804932:0.001713 
43.024391:0.007910 129.073166:0.007136 301.170746:0.734407 494.780487:0.002840 623.853638:0.213193 752.926819:0.001191 817.463440:0.004401 946.536560:0.111107 1247.707275:0.012573 1570.390259:0.006206 1893.073120:0.002298 2194.243896:0.005905 2516.926758:0.001594 3936.731689:0.001163 4044.292725:0.001748 4259.414551:0.001073 
64.536583:0.008536 129.073166:0.007362 301.170746:0.743439 430.243896:0.002816 473.268280:0.003192 623.853638:0.184316 817.463440:0.003624 860.487793:0.001925 946.536560:0.104337 1247.707275:0.011410 1570.390259:0.006016 1893.073120:0.002228 2194.243896:0.006111 2516.926758:0.001941 4044.292725:0.001642 4237.902344:0.001264 
64.536583:0.009206 129.073166:0.007664 301.170746:0.744882 473.268280:0.002827 537.804871:0.001399 623.853638:0.160586 795.951233:0.002505 882.000000:0.003487 946.536560:0.098873 1011.073181:0.001611 1247.707275:0.010796 1570.390259:0.005718 1893.073120:0.002045 2194.243896:0.006159 2516.926758:0.002247 4044.292725:0.001331 
64.536583:0.008727 129.073166:0.008311 301.170746:0.743486 451.756104:0.002051 494.780487:0.002327 623.853638:0.143439 795.951233:0.001810 946.536560:0.092704 1032.585327:0.001138 1075.609741:0.001080 1247.707275:0.010616 1570.390259:0.005235 1871.561035:0.001810 2194.243896:0.005879 2495.414551:0.002461 3979.756104:0.001123 
43.024391:0.007919 129.073166:0.008907 301.170746:0.750149 451.756104:0.003382 494.780487:0.002774 623.853638:0.132214 817.463440:0.001669 946.536560:0.083254 1247.707275:0.010368 1570.390259:0.004453 1871.561035:0.001751 2194.243896:0.004992 2495.414551:0.002710 3979.756104:0.001174 4065.804932:0.001017 4130.341309:0.000954 
43.024391:0.007072 129.073166:0.009545 193.609756:0.005565 301.170746:0.773937 408.731720:0.007206 451.756104:0.003386 494.780487:0.003189 623.853638:0.123704 925.024414:0.083498 1247.707275:0.009325 1548.878052:0.004712 1871.561035:0.001395 2172.731689:0.004551 2495.414551:0.002395 4001.268311:0.001209 4087.317139:0.001171 
43.024391:0.006323 129.073166:0.009698 215.121948:0.011792 301.170746:0.810691 473.268280:0.003889 623.853638:0.112942 817.463440:0.001180 925.024414:0.083763 1011.073181:0.001727 1226.195068:0.008910 1548.878052:0.004317 1850.048828:0.001258 2172.731689:0.003783 2473.902344:0.002257 4001.268311:0.001186 4087.317139:0.001188 
43.024391:0.005366 129.073166:0.009705 301.170746:0.846735 408.731720:0.006038 494.780487:0.006823 602.341492:0.127054 709.902466:0.001475 925.024414:0.071979 1032.585327:0.001379 1097.121948:0.001589 1226.195068:0.008525 1527.365845:0.003847 1828.536621:0.000955 2151.219482:0.003182 2452.390137:0.002066 4087.317139:0.000934 
43.024391:0.005105 107.560974:0.011533 193.609756:0.004913 301.170746:0.862285 473.268280:0.008841 602.341492:0.136206 731.414612:0.001073 903.512207:0.064370 1011.073181:0.001419 1118.634155:0.001993 1204.682983:0.007180 1527.365845:0.003273 1807.024414:0.000812 2129.707275:0.002437 2430.877930:0.001895 4065.804932:0.000529 
43.024391:0.005663 107.560974:0.013209 193.609756:0.007368 301.170746:0.836274 494.780487:0.015666 580.829285:0.152571 774.439026:0.002748 903.512207:0.049795 1032.585327:0.001236 1075.609741:0.002341 1183.170776:0.005841 1505.853638:0.002381 1720.975586:0.000835 2129.707275:0.001731 2323.317139:0.001061 2409.365967:0.001595 
107.560974:0.012410 301.170746:0.753029 580.829285:0.188181 860.487793:0.043169 1011.073181:0.001661 1075.609741:0.005217 1118.634155:0.007217 1226.195068:0.002914 1419.804932:0.002115 1527.365845:0.001394 1720.975586:0.001053 2043.658569:0.001026 2086.682861:0.000955 2129.707275:0.001079 2323.317139:0.001288 2409.365967:0.001097 
107.560974:0.009744 279.658539:0.771794 473.268280:0.019340 559.317078:0.220974 645.365845:0.010712 838.975586:0.054208 1075.609741:0.012193 1226.195068:0.001435 1333.756104:0.001793 1419.804932:0.002086 1591.902466:0.001041 1720.975586:0.001019 1979.121948:0.000976 2129.707275:0.000884 2301.804932:0.001182 4302.438965:0.000770 
86.048782:0.007563 279.658539:0.779122 387.219513:0.007778 559.317078:0.255949 688.390259:0.006167 817.463440:0.080179 968.048767:0.006760 1054.097534:0.021290 1226.195068:0.001688 1312.243896:0.003188 1548.878052:0.000981 1591.902466:0.001459 1871.561035:0.000981 2151.219482:0.001032 4280.926758:0.000998 4388.487793:0.001123 
43.024391:0.004272 107.560974:0.005438 172.097565:0.012654 279.658539:0.701294 408.731720:0.005184 537.804871:0.294957 795.951233:0.110950 903.512207:0.005539 1032.585327:0.037716 1226.195068:0.005218 1484.341431:0.001556 1570.390259:0.001531 1828.536621:0.001142 3592.536621:0.001223 4259.414551:0.001365 4388.487793:0.001319 
43.024391:0.004111 129.073166:0.005153 258.146332:0.657794 516.292664:0.344608 774.439026:0.125947 1011.073181:0.060119 1226.195068:0.013849 1312.243896:0.003530 1376.780518:0.001698 1462.829224:0.002867 1570.390259:0.001840 3592.536621:0.001614 4044.292725:0.001435 4151.853516:0.001659 4259.414551:0.001732 4410.000000:0.001642 
258.146332:0.652786 365.707306:0.015053 494.780487:0.390972 774.439026:0.121962 989.560974:0.084717 1226.195068:0.026315 1312.243896:0.003703 1419.804932:0.006885 1548.878052:0.001861 1613.414673:0.002150 1656.438965:0.001889 1699.463379:0.001813 3592.536621:0.001723 4151.853516:0.002404 4259.414551:0.001895 4410.000000:0.001970 
129.073166:0.007756 258.146332:0.544078 344.195129:0.018551 494.780487:0.450901 731.414612:0.107559 989.560974:0.099230 1204.682983:0.039598 1376.780518:0.017783 1548.878052:0.004549 1591.902466:0.006425 3011.707275:0.002286 3140.780518:0.003432 4044.292725:0.002418 4130.341309:0.003294 4194.877930:0.002357 4366.975586:0.002324 
21.512196:0.011248 236.634140:0.568021 344.195129:0.016106 473.268280:0.494952 580.829285:0.010695 688.390259:0.127652 968.048767:0.093391 1161.658569:0.055315 1376.780518:0.034560 1570.390259:0.014629 1742.487793:0.004344 3097.756104:0.004429 3162.292725:0.005316 3312.877930:0.003647 4044.292725:0.003819 4130.341309:0.004787 
