150.585373:0.335083 365.707306:0.110868 752.926819:0.077465 537.804871:0.044936 1118.634155:0.040761 236.634140:0.039227 688.390259:0.017897 1527.365845:0.017215 451.756104:0.016727 838.975586:0.016001 1312.243896:0.015551 1204.682983:0.014087 903.512207:0.013090 1850.048828:0.012676 1161.658569:0.010793 1893.073120:0.009238 
150.585373:0.329944 387.219513:0.102431 752.926819:0.047231 537.804871:0.040909 322.682922:0.029515 1118.634155:0.027176 451.756104:0.020918 1850.048828:0.012949 1527.365845:0.012614 903.512207:0.011028 1312.243896:0.009746 1011.073181:0.007000 1204.682983:0.006923 1764.000000:0.006565 1720.975586:0.004875 2215.756104:0.004772 
150.585373:0.336416 107.560974:0.170505 387.219513:0.090750 537.804871:0.031414 752.926819:0.031186 258.146332:0.021878 301.170746:0.021809 1097.121948:0.019637 1850.048828:0.012350 688.390259:0.011316 795.951233:0.008151 1527.365845:0.007810 903.512207:0.006686 1032.585327:0.006470 860.487793:0.006195 1204.682983:0.006004 
150.585373:0.352984 107.560974:0.172122 387.219513:0.071944 752.926819:0.025125 516.292664:0.020800 301.170746:0.018048 1097.121948:0.016947 1140.146362:0.013754 1850.048828:0.010926 666.878052:0.007623 1032.585327:0.005977 946.536560:0.005157 1527.365845:0.004560 1742.487793:0.003998 1312.243896:0.003940 903.512207:0.003792 
150.585373:0.366211 387.219513:0.053331 752.926819:0.024204 1097.121948:0.015330 1140.146362:0.014417 258.146332:0.014347 301.170746:0.014203 516.292664:0.012739 473.268280:0.012209 1850.048828:0.008433 645.365845:0.007043 1032.585327:0.005907 580.829285:0.004369 946.536560:0.003326 1312.243896:0.003150 1527.365845:0.002882 
150.585373:0.369653 387.219513:0.038378 215.121948:0.028021 752.926819:0.022528 1118.634155:0.017656 258.146332:0.015951 301.170746:0.015029 537.804871:0.008968 473.268280:0.007890 623.853638:0.007162 1054.097534:0.006581 430.243896:0.006186 1850.048828:0.005882 925.024414:0.004094 1484.341431:0.003105 1312.243896:0.003013 
150.585373:0.362441 107.560974:0.109222 365.707306:0.029474 1118.634155:0.022536 752.926819:0.018135 301.170746:0.016723 623.853638:0.007366 1032.585327:0.006859 537.804871:0.006766 1850.048828:0.005485 494.780487:0.005235 903.512207:0.005017 1484.341431:0.002865 1312.243896:0.002724 1548.878052:0.002360 1204.682983:0.002303 
150.585373:0.357048 387.219513:0.022757 1118.634155:0.022518 236.634140:0.022259 344.195129:0.017796 301.170746:0.015906 774.439026:0.012278 494.780487:0.007555 1850.048828:0.007172 537.804871:0.006759 1032.585327:0.006720 602.341492:0.006153 903.512207:0.004927 1893.073120:0.004249 688.390259:0.002706 1312.243896:0.001968 
150.585373:0.357354 344.195129:0.020874 1118.634155:0.019616 236.634140:0.018926 387.219513:0.018522 774.439026:0.010841 1850.048828:0.008898 494.780487:0.008519 537.804871:0.007935 1032.585327:0.006824 1161.658569:0.005107 602.341492:0.004876 903.512207:0.004069 645.365845:0.002813 1419.804932:0.002168 2086.682861:0.002086 
150.585373:0.346056 344.195129:0.020020 1097.121948:0.018039 387.219513:0.018020 236.634140:0.015106 774.439026:0.010625 537.804871:0.009254 1850.048828:0.009132 494.780487:0.007918 279.658539:0.006934 1032.585327:0.006282 817.463440:0.005088 1914.585327:0.003988 602.341492:0.003592 903.512207:0.003097 1204.682983:0.003025 
150.585373:0.329869 86.048782:0.053152 387.219513:0.027853 1097.121948:0.024330 344.195129:0.022527 236.634140:0.019745 279.658539:0.015315 752.926819:0.014561 1140.146362:0.010883 817.463440:0.010403 1054.097534:0.009782 473.268280:0.009465 537.804871:0.008778 1850.048828:0.007347 1914.585327:0.006378 1979.121948:0.005828 
150.585373:0.322989 322.682922:0.060211 387.219513:0.058512 86.048782:0.052841 279.658539:0.046606 21.512196:0.041236 1097.121948:0.036591 752.926819:0.024370 1613.414673:0.024287 817.463440:0.021515 451.756104:0.017350 1247.707275:0.013450 2172.731689:0.013137 580.829285:0.013011 688.390259:0.012101 1914.585327:0.011848 
150.585373:0.323225 365.707306:0.130430 279.658539:0.093022 21.512196:0.073445 1613.414673:0.061591 86.048782:0.057012 1075.609741:0.047834 752.926819:0.043603 1140.146362:0.039663 817.463440:0.031050 2151.219482:0.030678 580.829285:0.025710 537.804871:0.023469 1247.707275:0.022713 3226.829346:0.022046 473.268280:0.020264 
150.585373:0.364466 365.707306:0.239141 279.658539:0.149628 21.512196:0.116103 1613.414673:0.102854 86.048782:0.092423 1075.609741:0.075006 752.926819:0.070278 1140.146362:0.065203 2151.219482:0.058666 3226.829346:0.046961 537.804871:0.043396 2667.512207:0.035536 3764.634033:0.031591 1247.707275:0.027768 1914.585327:0.025593 
150.585373:0.462712 365.707306:0.324317 279.658539:0.179716 43.024391:0.160065 1613.414673:0.129197 1075.609741:0.101685 2151.219482:0.093139 752.926819:0.092243 1140.146362:0.083231 3226.829346:0.073088 537.804871:0.067211 2667.512207:0.051606 3786.146240:0.044850 7593.804688:0.044252 6496.683105:0.038114 817.463440:0.034567 
150.585373:0.519248 365.707306:0.340536 279.658539:0.167858 1613.414673:0.132902 1075.609741:0.132470 2151.219482:0.129806 774.439026:0.105376 1140.146362:0.099108 3226.829346:0.092086 537.804871:0.083986 7593.804688:0.062368 2667.512207:0.057490 6496.683105:0.056233 3807.658447:0.049008 8669.415039:0.048324 709.902466:0.045207 
107.560974:0.588437 387.219513:0.291610 2151.219482:0.161051 1075.609741:0.160215 21.512196:0.149507 774.439026:0.127754 258.146332:0.126454 1613.414673:0.119043 1140.146362:0.115313 3226.829346:0.101599 537.804871:0.087403 7572.292480:0.076983 6496.683105:0.072054 8669.415039:0.066530 2689.024414:0.057747 13100.926758:0.056206 
107.560974:0.683636 387.219513:0.251025 2151.219482:0.182914 1075.609741:0.176551 752.926819:0.147521 21.512196:0.135027 1140.146362:0.124292 3226.829346:0.107236 1613.414673:0.105265 6475.170898:0.097031 7572.292480:0.086674 8669.415039:0.078561 537.804871:0.077626 8131.609863:0.068868 301.170746:0.065745 5937.365723:0.065111 
107.560974:0.655079 387.219513:0.199363 2151.219482:0.196976 752.926819:0.190271 1075.609741:0.181799 193.609756:0.158599 1140.146362:0.129534 6475.170898:0.115585 21.512196:0.115330 3226.829346:0.112537 1613.414673:0.105099 7572.292480:0.088816 8669.415039:0.084395 8110.097656:0.076105 5399.561035:0.071052 5937.365723:0.069904 
107.560974:0.537776 752.926819:0.222732 2151.219482:0.204356 1075.609741:0.175681 387.219513:0.158766 1140.146362:0.129329 6475.170898:0.120583 3226.829346:0.116389 193.609756:0.116151 1613.414673:0.114189 21.512196:0.099269 8669.415039:0.087767 7572.292480:0.087349 8110.097656:0.079914 5399.561035:0.072218 5937.365723:0.067601 
107.560974:0.435402 752.926819:0.236587 2151.219482:0.207751 1075.609741:0.166280 387.219513:0.140951 1140.146362:0.125806 1613.414673:0.123084 3226.829346:0.118218 6475.170898:0.116596 8669.415039:0.091520 21.512196:0.088274 7572.292480:0.087355 8110.097656:0.081200 5399.561035:0.070525 5937.365723:0.063096 13100.926758:0.050888 
107.560974:0.385368 150.585373:0.268471 752.926819:0.236195 2151.219482:0.209346 1075.609741:0.161806 387.219513:0.147031 1613.414673:0.129131 1140.146362:0.122428 3226.829346:0.118869 6475.170898:0.108540 8669.415039:0.093780 7572.292480:0.087299 8110.097656:0.081990 5399.561035:0.070293 5937.365723:0.058855 2689.024414:0.049061 
107.560974:0.357141 150.585373:0.272065 752.926819:0.222040 2151.219482:0.206296 387.219513:0.164458 1075.609741:0.163008 1613.414673:0.134334 1140.146362:0.119615 3226.829346:0.119572 6475.170898:0.098274 8669.415039:0.092996 7572.292480:0.085274 8110.097656:0.082782 5399.561035:0.071854 2689.024414:0.059856 5937.365723:0.055069 
107.560974:0.324922 2151.219482:0.198086 752.926819:0.195867 387.219513:0.179996 1075.609741:0.164597 1613.414673:0.138855 3226.829346:0.120746 1140.146362:0.114981 8669.415039:0.088823 6475.170898:0.086386 8110.097656:0.081403 7572.292480:0.080836 5399.561035:0.074434 2689.024414:0.067123 5937.365723:0.052257 537.804871:0.047073 
107.560974:0.290517 150.585373:0.271736 387.219513:0.189698 2151.219482:0.189065 752.926819:0.167734 1075.609741:0.163451 1613.414673:0.143655 3226.829346:0.121822 1140.146362:0.108769 8669.415039:0.081930 8110.097656:0.077400 5399.561035:0.076141 7572.292480:0.074934 6475.170898:0.072988 2689.024414:0.069799 21.512196:0.067501 
107.560974:0.253382 150.585373:0.249793 387.219513:0.196732 2151.219482:0.182766 1075.609741:0.161196 752.926819:0.156173 1613.414673:0.147183 3226.829346:0.121645 1140.146362:0.104518 5399.561035:0.075059 8110.097656:0.073466 8669.415039:0.073110 7572.292480:0.068811 2689.024414:0.068447 21.512196:0.059882 6475.170898:0.058394 
150.585373:0.233710 107.560974:0.213789 387.219513:0.203072 2151.219482:0.179670 752.926819:0.170322 1075.609741:0.156959 1613.414673:0.150037 3226.829346:0.120009 1140.146362:0.105320 5399.561035:0.071850 8110.097656:0.070577 537.804871:0.065390 2689.024414:0.063830 8669.415039:0.063634 7572.292480:0.063574 21.512196:0.060031 
150.585373:0.236447 387.219513:0.205240 752.926819:0.193155 2151.219482:0.178551 1613.414673:0.152288 1075.609741:0.149651 3226.829346:0.116909 1140.146362:0.113126 537.804871:0.074525 5399.561035:0.068289 8110.097656:0.067391 7572.292480:0.059567 2689.024414:0.057766 8669.415039:0.054738 5937.365723:0.043715 6496.683105:0.037720 
150.585373:0.236063 387.219513:0.206889 752.926819:0.204685 107.560974:0.183911 2151.219482:0.178524 1613.414673:0.155025 1075.609741:0.143098 1140.146362:0.123008 3226.829346:0.112426 537.804871:0.083393 5399.561035:0.065374 8110.097656:0.063454 7572.292480:0.056745 2689.024414:0.054220 8669.415039:0.047503 5937.365723:0.040043 
150.585373:0.220784 387.219513:0.211932 752.926819:0.198077 107.560974:0.180859 2151.219482:0.179376 1613.414673:0.158043 1075.609741:0.136944 1140.146362:0.128822 3226.829346:0.107333 537.804871:0.090865 5399.561035:0.063207 8110.097656:0.059525 2689.024414:0.056295 7572.292480:0.054705 8669.415039:0.042545 5937.365723:0.037491 
387.219513:0.217636 150.585373:0.208289 2151.219482:0.181100 752.926819:0.179508 1613.414673:0.160316 107.560974:0.157550 1075.609741:0.131922 1140.146362:0.127969 3226.829346:0.102178 537.804871:0.096982 2689.024414:0.061539 5399.561035:0.061462 8110.097656:0.057403 7572.292480:0.052857 8669.415039:0.039707 5937.365723:0.036181 
387.219513:0.219983 150.585373:0.206558 2151.219482:0.183391 752.926819:0.164834 1613.414673:0.160287 1075.609741:0.129379 1140.146362:0.120021 537.804871:0.102099 3226.829346:0.097044 2689.024414:0.064867 5399.561035:0.059824 8110.097656:0.057322 7572.292480:0.050834 8669.415039:0.038212 6496.683105:0.036709 5937.365723:0.035526 
387.219513:0.219764 150.585373:0.205809 2151.219482:0.185990 752.926819:0.167881 1613.414673:0.157228 1075.609741:0.130283 1140.146362:0.111597 537.804871:0.107018 3226.829346:0.092146 2689.024414:0.063915 5399.561035:0.058401 8110.097656:0.057817 7572.292480:0.048559 6475.170898:0.043059 8669.415039:0.037309 5937.365723:0.035174 
387.219513:0.220979 150.585373:0.200984 2151.219482:0.189390 752.926819:0.185131 1613.414673:0.153881 1075.609741:0.129587 537.804871:0.112106 1140.146362:0.106140 107.560974:0.100262 3226.829346:0.088084 2689.024414:0.059454 8110.097656:0.058344 5399.561035:0.057521 6475.170898:0.048816 7572.292480:0.046390 4840.244141:0.036978 
387.219513:0.222256 752.926819:0.202916 150.585373:0.201907 2151.219482:0.193699 1613.414673:0.152554 1075.609741:0.125199 537.804871:0.117219 1140.146362:0.104213 107.560974:0.092126 3226.829346:0.085434 8110.097656:0.059048 5399.561035:0.057075 2689.024414:0.053997 6475.170898:0.051865 7572.292480:0.044872 4840.244141:0.038833 
387.219513:0.220214 150.585373:0.213299 752.926819:0.213250 2151.219482:0.197814 1613.414673:0.154612 537.804871:0.122180 1075.609741:0.119278 1140.146362:0.105429 3226.829346:0.084373 8110.097656:0.059258 5399.561035:0.056778 6475.170898:0.051472 2689.024414:0.051434 7572.292480:0.044015 4840.244141:0.039566 8669.415039:0.035430 
150.585373:0.221411 387.219513:0.216363 752.926819:0.214209 2151.219482:0.200470 1613.414673:0.157475 537.804871:0.126857 1075.609741:0.108438 1140.146362:0.106296 3226.829346:0.084314 8110.097656:0.057913 5399.561035:0.056381 2689.024414:0.052942 6475.170898:0.048256 7572.292480:0.043008 4840.244141:0.039005 8669.415039:0.034266 
150.585373:0.220200 387.219513:0.217583 752.926819:0.205974 2151.219482:0.201606 1613.414673:0.158752 537.804871:0.131537 1140.146362:0.103865 1075.609741:0.100203 3226.829346:0.083703 107.560974:0.066154 5399.561035:0.054933 8110.097656:0.054885 2689.024414:0.054757 6475.170898:0.043637 7572.292480:0.040932 4840.244141:0.037409 
387.219513:0.229473 150.585373:0.213107 2151.219482:0.201597 752.926819:0.191807 1613.414673:0.156272 537.804871:0.136691 1075.609741:0.103397 1140.146362:0.097845 3226.829346:0.081323 2689.024414:0.053633 5399.561035:0.051334 8110.097656:0.051109 6475.170898:0.038390 7572.292480:0.037865 4840.244141:0.035703 5937.365723:0.034920 
387.219513:0.245119 150.585373:0.210221 2151.219482:0.200398 752.926819:0.179075 1613.414673:0.151132 537.804871:0.142628 1075.609741:0.109885 1140.146362:0.089535 3226.829346:0.077429 2689.024414:0.050378 8110.097656:0.047725 5399.561035:0.046406 5937.365723:0.036107 4840.244141:0.034591 7572.292480:0.034446 3764.634033:0.032876 
387.219513:0.253520 150.585373:0.211903 2151.219482:0.198065 752.926819:0.174643 537.804871:0.148499 1613.414673:0.146337 1075.609741:0.117947 1140.146362:0.078827 3226.829346:0.073162 107.560974:0.069173 2689.024414:0.047790 8110.097656:0.045035 5399.561035:0.042350 5937.365723:0.036853 4840.244141:0.034071 3764.634033:0.034057 
387.219513:0.253109 150.585373:0.216109 2151.219482:0.195258 752.926819:0.178986 537.804871:0.152764 1613.414673:0.142114 1075.609741:0.124693 1140.146362:0.070130 3226.829346:0.069201 2689.024414:0.046755 8110.097656:0.042252 5399.561035:0.039781 5937.365723:0.036926 4840.244141:0.033404 3764.634033:0.031981 1505.853638:0.029372 
365.707306:0.258061 150.585373:0.222252 2151.219482:0.191212 752.926819:0.185495 537.804871:0.154565 1613.414673:0.136130 1075.609741:0.119394 1140.146362:0.066484 3226.829346:0.066184 2689.024414:0.045651 8110.097656:0.038326 5399.561035:0.037899 5937.365723:0.036026 4840.244141:0.030940 7012.975586:0.030299 1505.853638:0.029462 
365.707306:0.281932 150.585373:0.226009 752.926819:0.187554 2151.219482:0.184293 537.804871:0.154815 1613.414673:0.126735 1075.609741:0.112495 1118.634155:0.073707 3226.829346:0.063929 2689.024414:0.042338 5378.048828:0.041230 5915.853516:0.037110 8110.097656:0.032196 7012.975586:0.030662 1505.853638:0.027791 3764.634033:0.026975 
365.707306:0.314227 150.585373:0.223526 752.926819:0.183854 2151.219482:0.175232 537.804871:0.154745 1613.414673:0.115482 1075.609741:0.112949 1118.634155:0.082907 3226.829346:0.061329 5378.048828:0.045201 5915.853516:0.036872 2689.024414:0.035889 3764.634033:0.034285 7012.975586:0.028900 1505.853638:0.025909 8088.585449:0.025516 
365.707306:0.347229 150.585373:0.218322 752.926819:0.176223 2151.219482:0.165872 537.804871:0.153830 1075.609741:0.111065 1613.414673:0.105107 1118.634155:0.081706 3226.829346:0.057409 5378.048828:0.047644 3743.122070:0.042835 5915.853516:0.032251 2667.512207:0.029706 6991.463379:0.026593 1505.853638:0.023436 8647.902344:0.022086 
365.707306:0.371562 150.585373:0.219420 752.926819:0.168018 2151.219482:0.156236 537.804871:0.152943 1075.609741:0.107688 1591.902466:0.103438 1118.634155:0.080401 3205.317139:0.058435 3743.122070:0.057030 5378.048828:0.046972 86.048782:0.036961 2667.512207:0.033228 6991.463379:0.024688 5915.853516:0.023497 1484.341431:0.023223 
365.707306:0.382148 150.585373:0.221610 752.926819:0.161864 2129.707275:0.159531 537.804871:0.154460 1591.902466:0.110406 1075.609741:0.107882 1118.634155:0.081515 3743.122070:0.070650 3205.317139:0.060808 5378.048828:0.040566 86.048782:0.035318 2667.512207:0.032448 1505.853638:0.023194 6991.463379:0.021521 8626.390625:0.020770 
365.707306:0.378811 150.585373:0.219537 2129.707275:0.162226 537.804871:0.160597 752.926819:0.157415 1591.902466:0.111321 1075.609741:0.109181 3743.122070:0.082056 1118.634155:0.075369 3205.317139:0.060306 5356.536621:0.041451 86.048782:0.033372 2667.512207:0.028378 1484.341431:0.022723 8626.390625:0.020091 4151.853516:0.019852 
365.707306:0.367488 150.585373:0.213284 537.804871:0.170188 2129.707275:0.158365 752.926819:0.150390 1591.902466:0.110481 1075.609741:0.106962 3743.122070:0.089876 3205.317139:0.057691 5356.536621:0.039268 86.048782:0.024248 1484.341431:0.024163 2667.512207:0.023794 4818.731934:0.022977 4151.853516:0.020643 7507.755859:0.019967 
365.707306:0.353401 150.585373:0.209313 537.804871:0.176625 2129.707275:0.152733 752.926819:0.135105 1591.902466:0.114815 1075.609741:0.096353 3743.122070:0.092012 1118.634155:0.072946 3205.317139:0.054848 5335.024414:0.038871 4797.219727:0.026895 1484.341431:0.025344 7507.755859:0.021447 2667.512207:0.021052 4151.853516:0.019954 
365.707306:0.338947 150.585373:0.210617 537.804871:0.174670 2129.707275:0.149827 1591.902466:0.126410 752.926819:0.109938 1054.097534:0.095244 3743.122070:0.085765 1118.634155:0.078382 3205.317139:0.052041 5335.024414:0.038908 4797.219727:0.030503 1484.341431:0.026292 4130.341309:0.021990 7486.244141:0.020985 6969.951172:0.018678 
365.707306:0.326151 150.585373:0.216286 537.804871:0.168162 2129.707275:0.149480 1591.902466:0.140023 1054.097534:0.100040 731.414612:0.097227 3721.609863:0.079737 1118.634155:0.074749 3183.804932:0.048380 5335.024414:0.035836 4797.219727:0.031537 1484.341431:0.026193 86.048782:0.025590 4130.341309:0.022469 7486.244141:0.020850 
365.707306:0.315669 150.585373:0.222056 537.804871:0.166856 2129.707275:0.147792 1591.902466:0.147744 1054.097534:0.099041 731.414612:0.092392 3721.609863:0.078009 1118.634155:0.068022 3183.804932:0.046868 86.048782:0.033552 4797.219727:0.031815 5335.024414:0.030690 1484.341431:0.026776 8024.048828:0.021194 4130.341309:0.020778 
365.707306:0.309133 150.585373:0.221443 537.804871:0.175424 1591.902466:0.147641 2129.707275:0.141979 1054.097534:0.093429 731.414612:0.089966 3721.609863:0.075598 1118.634155:0.062985 3183.804932:0.043009 86.048782:0.030891 4797.219727:0.030461 5313.512207:0.027673 1484.341431:0.027315 2646.000000:0.022792 8024.048828:0.022393 
365.707306:0.307505 150.585373:0.217295 537.804871:0.189886 1591.902466:0.146192 2129.707275:0.131252 752.926819:0.088633 1054.097534:0.081808 3721.609863:0.077859 1118.634155:0.055219 3183.804932:0.037617 86.048782:0.028919 5313.512207:0.028590 1484.341431:0.028226 2646.000000:0.026759 4797.219727:0.026230 6926.926758:0.021291 
365.707306:0.309187 150.585373:0.213267 537.804871:0.201787 1591.902466:0.151189 2129.707275:0.116642 752.926819:0.089224 3721.609863:0.084690 1054.097534:0.066384 3183.804932:0.032643 2646.000000:0.031157 1484.341431:0.028899 5313.512207:0.026703 64.536583:0.025109 6926.926758:0.023650 8002.536621:0.021997 4775.707520:0.021953 
365.707306:0.314566 150.585373:0.212820 537.804871:0.204879 1591.902466:0.163370 2129.707275:0.100997 3721.609863:0.089022 752.926819:0.083079 1097.121948:0.056596 1054.097534:0.053085 2646.000000:0.034332 1484.341431:0.029755 3183.804932:0.028490 6905.414551:0.023822 5313.512207:0.023195 86.048782:0.022293 8002.536621:0.020850 
365.707306:0.324168 150.585373:0.210657 537.804871:0.199760 1591.902466:0.178443 2129.707275:0.086731 3721.609863:0.083864 731.414612:0.080993 1118.634155:0.053402 1054.097534:0.042974 2646.000000:0.035755 1484.341431:0.031395 3162.292725:0.029237 6905.414551:0.025863 64.536583:0.022430 5851.316895:0.019488 5313.512207:0.018660 
365.707306:0.332845 150.585373:0.208828 1591.902466:0.191283 537.804871:0.191149 731.414612:0.078372 2108.195068:0.075382 3721.609863:0.067251 1118.634155:0.053179 1054.097534:0.038790 2646.000000:0.036178 86.048782:0.031108 1484.341431:0.031087 3162.292725:0.029386 6905.414551:0.025416 5851.316895:0.020754 4237.902344:0.016661 
365.707306:0.334861 150.585373:0.208969 1591.902466:0.198498 537.804871:0.184618 731.414612:0.073760 2108.195068:0.066564 3700.097656:0.062695 1118.634155:0.050040 1054.097534:0.044556 86.048782:0.039874 2646.000000:0.036556 1484.341431:0.030904 3162.292725:0.029075 6905.414551:0.023374 5829.804688:0.019662 4237.902344:0.015945 
365.707306:0.327422 150.585373:0.210978 1591.902466:0.200667 537.804871:0.184539 731.414612:0.070530 2108.195068:0.057960 3700.097656:0.057825 1054.097534:0.052702 1118.634155:0.046622 86.048782:0.042987 2646.000000:0.037364 3183.804932:0.030782 1484.341431:0.028207 6905.414551:0.020875 5829.804688:0.020420 4775.707520:0.015221 
365.707306:0.314441 150.585373:0.212320 1591.902466:0.201595 537.804871:0.187726 731.414612:0.070028 1054.097534:0.057240 3700.097656:0.055673 2108.195068:0.051220 1118.634155:0.046628 2646.000000:0.037178 86.048782:0.036846 3162.292725:0.034633 1484.341431:0.024766 5829.804688:0.020145 6905.414551:0.018437 4775.707520:0.016267 
365.707306:0.307544 150.585373:0.212198 1591.902466:0.202501 537.804871:0.187370 731.414612:0.070832 1054.097534:0.060700 3700.097656:0.056632 1118.634155:0.050599 2108.195068:0.046598 3162.292725:0.039017 2646.000000:0.034132 64.536583:0.026213 1484.341431:0.022581 5829.804688:0.018828 4775.707520:0.018465 6905.414551:0.016797 
365.707306:0.313577 150.585373:0.213447 1591.902466:0.199703 537.804871:0.183680 731.414612:0.072242 1054.097534:0.061167 3700.097656:0.057290 1118.634155:0.054174 2108.195068:0.042914 3162.292725:0.042143 2646.000000:0.028948 6883.902344:0.022438 1484.341431:0.021248 4754.195312:0.021234 64.536583:0.020865 5829.804688:0.016594 
365.707306:0.328156 150.585373:0.214642 1591.902466:0.187671 537.804871:0.179256 752.926819:0.080116 1054.097534:0.058126 3700.097656:0.055309 1118.634155:0.053508 3162.292725:0.043892 2108.195068:0.038436 6883.902344:0.026517 4754.195312:0.025676 2646.000000:0.024490 1484.341431:0.023913 7421.707520:0.014929 5829.804688:0.013708 
365.707306:0.341592 150.585373:0.217360 537.804871:0.172118 1591.902466:0.166479 752.926819:0.085687 1054.097534:0.057632 3700.097656:0.051335 1118.634155:0.046913 3162.292725:0.045248 86.048782:0.041511 2108.195068:0.033205 4754.195312:0.029728 6883.902344:0.027910 1484.341431:0.025256 2646.000000:0.022962 7421.707520:0.015330 
365.707306:0.345580 150.585373:0.217289 537.804871:0.160313 1570.390259:0.147024 752.926819:0.084759 1054.097534:0.059487 3700.097656:0.047153 3162.292725:0.046728 86.048782:0.040027 1118.634155:0.036832 4754.195312:0.032875 2108.195068:0.028873 1484.341431:0.027438 6883.902344:0.026445 2646.000000:0.023818 7421.707520:0.015318 
365.707306:0.337095 150.585373:0.215157 516.292664:0.155175 1570.390259:0.145123 752.926819:0.077652 1054.097534:0.060834 3162.292725:0.048498 3700.097656:0.043488 4754.195312:0.034816 86.048782:0.032201 1118.634155:0.029500 1484.341431:0.028225 2108.195068:0.026555 2646.000000:0.025084 6883.902344:0.023017 7421.707520:0.014105 
365.707306:0.322943 150.585373:0.212589 516.292664:0.153688 1570.390259:0.141330 731.414612:0.072905 1054.097534:0.064377 3162.292725:0.050286 3700.097656:0.039140 4754.195312:0.035600 1118.634155:0.029123 1484.341431:0.027229 2108.195068:0.025872 2646.000000:0.025587 64.536583:0.020344 6883.902344:0.019635 21.512196:0.011862 
365.707306:0.311130 150.585373:0.215160 516.292664:0.145824 1570.390259:0.137397 731.414612:0.069621 1054.097534:0.065758 3162.292725:0.051041 4754.195312:0.035955 1118.634155:0.033203 3700.097656:0.032621 1484.341431:0.027431 2108.195068:0.026126 2646.000000:0.024407 6883.902344:0.017323 64.536583:0.016457 236.634140:0.012861 
365.707306:0.301656 150.585373:0.218636 1570.390259:0.132589 516.292664:0.131286 731.414612:0.064097 1054.097534:0.059945 3162.292725:0.050258 4754.195312:0.036142 1118.634155:0.035949 2108.195068:0.028640 1484.341431:0.024767 3700.097656:0.024587 2646.000000:0.021377 6883.902344:0.015109 1656.438965:0.014128 236.634140:0.013558 
365.707306:0.295068 150.585373:0.219706 1570.390259:0.120924 516.292664:0.115587 731.414612:0.060641 1054.097534:0.047309 3162.292725:0.046318 86.048782:0.038257 2108.195068:0.037067 1118.634155:0.035761 4754.195312:0.035262 301.170746:0.023465 430.243896:0.019150 3700.097656:0.018891 1484.341431:0.018750 2624.487793:0.018069 
365.707306:0.292020 150.585373:0.221440 516.292664:0.102745 1570.390259:0.094955 731.414612:0.060408 86.048782:0.048865 2108.195068:0.048520 3162.292725:0.038080 1032.585327:0.037101 1118.634155:0.036225 4754.195312:0.032178 3678.585449:0.026454 1462.829224:0.018801 2624.487793:0.018388 6862.390137:0.017044 236.634140:0.016631 
365.707306:0.294107 150.585373:0.219459 516.292664:0.087783 1591.902466:0.063058 2086.682861:0.062990 731.414612:0.061574 86.048782:0.050040 3678.585449:0.036395 1118.634155:0.034897 1032.585327:0.033323 3140.780518:0.027477 4732.683105:0.027233 301.170746:0.026430 215.121948:0.022394 1462.829224:0.019117 6862.390137:0.016894 
365.707306:0.299513 150.585373:0.215475 516.292664:0.067813 2086.682861:0.067483 731.414612:0.062074 86.048782:0.047593 1591.902466:0.043660 1527.365845:0.043573 3678.585449:0.040555 1097.121948:0.038739 1032.585327:0.028476 4732.683105:0.022677 301.170746:0.020924 430.243896:0.017972 3140.780518:0.017198 21.512196:0.017170 
365.707306:0.306848 150.585373:0.215153 731.414612:0.061438 2086.682861:0.054377 537.804871:0.048221 1097.121948:0.043220 3678.585449:0.035692 86.048782:0.033451 1527.365845:0.031793 1484.341431:0.028594 1591.902466:0.026175 473.268280:0.025724 1032.585327:0.024478 2000.634155:0.023803 215.121948:0.022505 21.512196:0.019424 
365.707306:0.314784 150.585373:0.220929 752.926819:0.061214 1097.121948:0.038345 537.804871:0.036970 2086.682861:0.032764 473.268280:0.030237 1484.341431:0.029426 64.536583:0.024034 3678.585449:0.024002 1548.878052:0.022112 1398.292725:0.021351 215.121948:0.019783 2000.634155:0.019309 1032.585327:0.018217 1613.414673:0.017721 
365.707306:0.321481 150.585373:0.222406 752.926819:0.061878 473.268280:0.040331 1118.634155:0.036174 537.804871:0.030243 1484.341431:0.026570 1398.292725:0.025003 64.536583:0.022005 623.853638:0.017263 1527.365845:0.016299 2129.707275:0.016229 301.170746:0.015739 2086.682861:0.015441 236.634140:0.014719 2000.634155:0.014385 
365.707306:0.324252 150.585373:0.221411 731.414612:0.058118 473.268280:0.053186 1118.634155:0.032141 1398.292725:0.026004 1484.341431:0.024155 537.804871:0.022837 301.170746:0.021206 258.146332:0.018193 2344.829346:0.013724 623.853638:0.013547 688.390259:0.011319 2000.634155:0.011257 4194.877930:0.010885 2129.707275:0.010401 
365.707306:0.324431 150.585373:0.222447 473.268280:0.062759 731.414612:0.058994 1097.121948:0.029371 21.512196:0.027689 1398.292725:0.024893 1484.341431:0.022271 258.146332:0.022058 537.804871:0.016184 2323.317139:0.015475 4194.877930:0.012606 1161.658569:0.011392 2086.682861:0.009251 2602.975586:0.009043 1591.902466:0.009020 
